uc1_fin_billing_globex	production	1	UC1_FIN_BILLING_GLOBEX	FIN_BILLING_GLOBEX		FIN_BILLING_GLOBEX		FIN	BILLING	GLOBEX	2e016249-c576-4022-92ed-b7a8b0eda4a6	c9ac799f-b968-47a9-b150-6ed42f5459ba	03f8921b-68f6-40fb-83b3-fb910d8f42e5	8e8b4f72-fdc9-4a1b-9a62-3188e26b02a3	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	sftp.globex.example	198.51.100.10;198.51.100.11;198.51.100.12;198.51.100.13	dns	22	scan:6 11 18	30	0.03	83098	2461248	2461282	KEY	whale	
uc1_cd_cosmos_wonka	production	1	UC1_CD_COSMOS_WONKA	CD_COSMOS_WONKA		CD_COSMOS_WONKA		CD	COSMOS	WONKA	93c3269e-661c-4db1-9499-758ec7bc3e7a	eab52033-3181-412b-8747-d71ca99849a5	f7e6363f-9e4b-46bf-a17e-afc1b40e2e50	0dab8550-587c-4645-8d87-1334e20e10ac	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	sftp.wonka.example	198.51.100.80;198.51.100.81;198.51.100.82;198.51.100.83	dns	22	scan:9 14 21	20	0.02	487711	2461248	2461282	PWD		
uc1_cd_printmgmt_wonka	production	1	UC1_CD_PRINTMGMT_WONKA	CD_PRINTMGMT_WONKA		CD_PRINTMGMT_WONKA		CD	PRINTMGMT	WONKA	80313e22-5df7-415a-ba0f-6bacfc5141ee	9fb2714c-742a-48cd-8885-88026fc0d387	8379bc57-06f5-4c52-9049-4411e472146b	85afb2e1-d823-4f79-af85-0d617aeb1614	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	sftp.wonka.example	198.51.100.80;198.51.100.81;198.51.100.82;198.51.100.83	dns	22	scan:6 12 18	10	0.04	256708	2461248	2461282	PWD		
uc1_it_archive_initech	production	1	UC1_IT_ARCHIVE_INITECH	IT_ARCHIVE_INITECH		IT_ARCHIVE_INITECH		IT	ARCHIVE	INITECH	579e4b49-b7d7-4865-b69f-06040a76cdf8	614125da-38ed-4576-9844-49483c7d4878	f9fd8953-d13a-455e-9499-beb6d6fd94da	12d583e2-aa02-483c-acfc-1a87d4cb86cb	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	files.initech.example	198.51.100.20;198.51.100.21;198.51.100.22	dns	22	scan:8 12 16	4	0.03	40302	2461248	2461282	PWD		
uc1_ab_claims_umbrella	production	1	UC1_AB_CLAIMS_UMBRELLA	AB_CLAIMS_UMBRELLA		AB_CLAIMS_UMBRELLA		AB	CLAIMS	UMBRELLA	4786e1a0-f754-4e5b-a525-dd2e32545387	017c8d8b-d552-419e-87b6-86ed70b5b2e3	8c6c21c5-40af-4af5-815a-4d4cddc9d082	83a61598-ca9e-488d-9bfb-b0df1449e628	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	mft.umbrella.example	198.51.100.30;198.51.100.31;198.51.100.32;198.51.100.33	dns	22	scan:6 14 17	4	0.03	47065	2461248	2461282	KEY		
uc1_zg_pension_hooli	production	1	UC1_ZG_PENSION_HOOLI	ZG_PENSION_HOOLI		ZG_PENSION_HOOLI		ZG	PENSION	HOOLI	e7952083-872b-42f6-8669-54f5ccb18ce8	da5fb830-64f9-4308-adff-a2b3caf1d136	6c92f30f-8f0d-4dab-838d-672e13c645d4	5b149110-e051-41d6-ac37-9fe181511859	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	transfer.hooli.example	198.51.100.40;198.51.100.41	dns	22	scan:9 13 16	3	0.03	310694	2461248	2461282	PWD		
uc1_fs_mortgage_sabre	production	1	UC1_FS_MORTGAGE_SABRE	FS_MORTGAGE_SABRE		FS_MORTGAGE_SABRE		FS	MORTGAGE	SABRE	14286982-02db-4b92-9421-1077f4e10b13	2a1e194b-9724-4cd5-b19b-cab6a4a2c736	d65b2060-b1c8-4cc8-b955-4757c16cc335	4bc43144-9ae9-4471-96d2-d4a341ccc0ef	APP_CFT_PESIT_PUSH_ST_HYBRID_PUSH_PARTNER	hybt	out	sftp.sabre.example	203.0.113.60;203.0.113.61	dns	22	scan:8 11 16	3	0.03	353445	2461248	2461282	PWD		
uc2_aps_vida_umbrella	production	2	UC2_APS_VIDA_UMBRELLA	APS-VIDA-UMBRELLA	FE442302	APS_VIDA_UMBRELLA		APS	VIDA	UMBRELLA	0373afac-7a83-4652-8f60-65d2edbe6cc1	0b67bd5a-79ed-4eaa-a0f7-24f6d07f4d04	7bb72d1b-81ee-445f-bad0-8e4583b35ec7	4a6e8e00-ae25-400d-a6e0-81d22babf9dc	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	hybt	out		198.51.100.30;198.51.100.31;198.51.100.32;198.51.100.33	ip	22	stage:7 16	7	0.02	878711	2461248	2461282	PWD	waitheavy,expheavy	198.51.100.30;198.51.100.31;198.51.100.32;198.51.100.33;198.51.100.180;198.51.100.181
uc2_it_sapbhp_gekko	production	2	UC2_IT_SAPBHP_GEKKO	IT-SAPBHP-GEKKO	FE135991	IT_SAPBHP_GEKKO	IT-SAPBHP-GEKKO	IT	SAPBHP	GEKKO	5f2f34b6-d4d4-4e2c-a51a-767fc439baa6	19998fef-be2b-41e0-8ec7-5d7361bf4e47	352fa697-1850-4688-ab4e-bce034af0043	670f2e57-8287-483e-9248-8163abc79ea5	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	hybt	out		203.0.113.110;203.0.113.111;203.0.113.112	ip	22	stage:9 15	3	0.02	136767	2461248	2461282	KEY	expheavy	203.0.113.110;203.0.113.111;203.0.113.112;203.0.113.205;203.0.113.206
uc2_it_ekdsi_cyberdyne	production	2	UC2_IT_EKDSI_CYBERDYNE	IT-EKDSI-CYBERDYNE	FE716133	IT_EKDSI_CYBERDYNE		IT	EKDSI	CYBERDYNE	61ee763f-4076-43d0-bddb-f2c6acbdbed1	b96f3e64-3016-4264-a971-46482418b5f4	e6ad8690-6bee-4db2-a7a8-8065a44dd917	28b19af4-2bf2-4560-bed6-ac24720caad6	APP_CFT_PESIT_PUSH_ST_HYBRID_PULL_PARTNER	hybt	out		203.0.113.20;203.0.113.21;203.0.113.22;203.0.113.23	ip	22	stage:8 15	4	0.02	184329	2461248	2461282	PWD	twinc	203.0.113.20;203.0.113.21;203.0.113.22;203.0.113.23;203.0.113.235;203.0.113.236
