Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeAPS_COSMOS_GLOBEX_20260807085935_171416.pdf.pgp","UNKNOWN","APS_COSMOS_GLOBEX","FILE","/","AcmeAPS_COSMOS_GLOBEX_20260807085935_171416.pdf.pgp","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeAPS_COSMOS_GLOBEX_20260807085935_171416.pdf.pgp",0,"pesit","true","BINARY","08/07/2026 23:52:18.334","08/07/2026 23:52:18.540","206 ms","192.0.2.20","17627","UNKNOWN","fb56f57e-2aef-4e94-9633-5336230fcd99","5034566f6c5832753054542b713334636246593154537641657661667531786670384776753064375366543d","08/07/2026 23:52:18.021","UNKNOWN","UNKNOWN","17eb54c5-817c-4050-a366-a05bd0b53fe5","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","APS-COSMOS-GLOBEX@FE847938","FE847938","VirtClass","Virtual","FlowManagerApplication","UC4_APS_COSMOS_GLOBEX_SCP_APS_COSMOS_GLOBEX_KEY","Inbound","User","AcmeAPS_COSMOS_GLOBEX_20260807085935_171416.pdf.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_COSMOS_GLOBEX_20260807085935_171416.pdf.pgp","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 127 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/APS-COSMOS-GLOBEX@FE847938/AcmeAPS_COSMOS_GLOBEX_20260807085935_171416.pdf.pgp",0,"ssh","true","BINARY","08/07/2026 23:52:15.545","08/07/2026 23:52:16.826","1.281 s","198.51.100.10","22","UNKNOWN","6abef7c7-5cee-4220-a0be-04dc1de1a54b","4b684a732b426559432b54686b765662726f4c70756c77446c344d654d2f494d49457445786c50413374553d","08/07/2026 23:52:13.865","UNKNOWN","UNKNOWN","17eb54c5-817c-4050-a366-a05bd0b53fe5","false","UNKNOWN","UNKNOWN","Cipher: aes128-gcm@openssh.com, MAC: <implicit>, Key Exchange: diffie-hellman-group16-sha512, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeAPS_COSMOS_GLOBEX_20260807085813_265843.txt.pgp","UNKNOWN","APS_COSMOS_GLOBEX","FILE","/","AcmeAPS_COSMOS_GLOBEX_20260807085813_265843.txt.pgp","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeAPS_COSMOS_GLOBEX_20260807085813_265843.txt.pgp",257891,"pesit","true","BINARY","08/07/2026 23:50:15.654","08/07/2026 23:50:15.979","325 ms","192.0.2.20","17627","UNKNOWN","21d3d05a-ee1d-4de9-9c79-35416294ef0c","59452b412b4e67694e6f69694859586a575a51726c5179577351524578454a2b43444b694d382b4d3545613d","08/07/2026 23:50:15.338","UNKNOWN","UNKNOWN","9ad1416b-1844-4387-b646-29c282ff447f","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","APS-COSMOS-GLOBEX@FE847938","FE847938","VirtClass","Virtual","FlowManagerApplication","UC4_APS_COSMOS_GLOBEX_SCP_APS_COSMOS_GLOBEX_KEY","Inbound","User","AcmeAPS_COSMOS_GLOBEX_20260807085813_265843.txt.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_COSMOS_GLOBEX_20260807085813_265843.txt.pgp","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 181 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/APS-COSMOS-GLOBEX@FE847938/AcmeAPS_COSMOS_GLOBEX_20260807085813_265843.txt.pgp",257891,"ssh","true","BINARY","08/07/2026 23:50:13.857","08/07/2026 23:50:14.455","598 ms","198.51.100.12","22","UNKNOWN","c369488e-68fc-47cc-99c5-6008c49520df","35784e4f74584651563331572b79476e4f624834307a445144754e48475a344c6762762f424f39495166323d","08/07/2026 23:50:12.752","UNKNOWN","UNKNOWN","9ad1416b-1844-4387-b646-29c282ff447f","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260807_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260807_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260807_233000.txt",16,"pesit","true","BINARY","08/07/2026 23:35:19.225","08/07/2026 23:35:19.877","652 ms","UNKNOWN","17627","UNKNOWN","4df270dd-dc4b-4f31-aaaa-99bc3759b860","4b374650346b7a657a554e656d336a484a744755687a31534239464277464651645049494e354f784447773d","08/07/2026 23:35:07.553","UNKNOWN","UNKNOWN","6bcb18b8-05d2-4444-82c6-87c7551620d1","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260807_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260807_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260807_233000.txt",16,"ssh","true","BINARY","08/07/2026 23:35:05.952","08/07/2026 23:35:15.462","9.510 s","192.0.2.77","22","UNKNOWN","48d053d6-413d-44c9-8b53-c1664ce55b5f","466e7a736178366e4a2b7338373445467a455970465a414d2f737648416e38664d685a4c457a477333714d3d","08/07/2026 23:34:53.943","UNKNOWN","UNKNOWN","ed0100b4-3987-4e03-ba47-f23b0b47a0f9","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260807_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","Upload/","monitor_20260807_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260807_233000.txt",16,"ssh","true","BINARY","08/07/2026 23:35:05.650","08/07/2026 23:35:14.364","8.714 s","filetransfer.acme.example","22","UNKNOWN","0326ef5c-b834-460c-b120-5aae8f50d4e4","4b374650346b7a657a554e656d336a484a744755687a31534239464277464651645049494e354f784447773d","08/07/2026 23:34:53.810","UNKNOWN","UNKNOWN","6bcb18b8-05d2-4444-82c6-87c7551620d1","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260807_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260807_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260807_233000.txt",16,"routing","true","BINARY","08/07/2026 23:32:17.390","08/07/2026 23:32:17.904","514 ms","UNKNOWN","UNKNOWN","UNKNOWN","0bd76092-1b5b-42c8-995b-8caf619702f7","466e7a736178366e4a2b7338373445467a455970465a414d2f737648416e38664d685a4c457a477333714d3d","08/07/2026 23:32:05.231","UNKNOWN","UNKNOWN","ed0100b4-3987-4e03-ba47-f23b0b47a0f9","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260807_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260807_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260807_233000.txt",16,"routing","true","BINARY","08/07/2026 23:32:16.250","08/07/2026 23:32:16.693","443 ms","UNKNOWN","UNKNOWN","UNKNOWN","eac15fb5-9c91-4209-bea6-9ffafa5caf95","466e7a736178366e4a2b7338373445467a455970465a414d2f737648416e38664d685a4c457a477333714d3d","08/07/2026 23:32:07.121","UNKNOWN","UNKNOWN","ed0100b4-3987-4e03-ba47-f23b0b47a0f9","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC2","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260807_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260807_233000.txt",16,"pesit","true","BINARY","08/07/2026 23:32:13.304","08/07/2026 23:32:14.526","1.222 s","UNKNOWN","17627","UNKNOWN","a0aa389b-7ca6-49e6-b60a-e2d4cfb85a0c","466e7a736178366e4a2b7338373445467a455970465a414d2f737648416e38664d685a4c457a477333714d3d","08/07/2026 23:31:50.719","UNKNOWN","UNKNOWN","ed0100b4-3987-4e03-ba47-f23b0b47a0f9","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
