Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeIT_EKDSI_CYBERDYNE_20260708086351_110055.pdf.pgp","UNKNOWN","IT_EKDSI_CYBERDYNE","FILE","/","AcmeIT_EKDSI_CYBERDYNE_20260708086351_110055.pdf.pgp","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeIT_EKDSI_CYBERDYNE_20260708086351_110055.pdf.pgp",1153099,"pesit","true","BINARY","07/08/2026 23:59:16.054","07/08/2026 23:59:16.598","544 ms","192.0.2.20","17627","UNKNOWN","41325b70-1842-4aac-8188-994ade36da64","7242637a71514e417268544f444f552b63746d716a58695575544e6d466e3865556846356864323478454b3d","07/08/2026 23:59:14.614","UNKNOWN","UNKNOWN","aca71c84-38e1-45fa-9666-bc3170ede4ea","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","IT-EKDSI-CYBERDYNE@FE616236","FE616236","VirtClass","Virtual","FlowManagerApplication","UC4_IT_EKDSI_CYBERDYNE_SCP_IT_EKDSI_CYBERDYNE_PWD","Inbound","User","AcmeIT_EKDSI_CYBERDYNE_20260708086351_110055.pdf.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeIT_EKDSI_CYBERDYNE_20260708086351_110055.pdf.pgp","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 205 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/IT-EKDSI-CYBERDYNE@FE616236/AcmeIT_EKDSI_CYBERDYNE_20260708086351_110055.pdf.pgp",1153099,"ssh","true","BINARY","07/08/2026 23:59:11.326","07/08/2026 23:59:13.477","2.151 s","203.0.113.21","22","UNKNOWN","2fc54be5-c2d7-4b33-abef-5fc18b4aadc1","4c3752754a637a55304b775268494861707272506470626733616e46695a6e3776576d5648623632326b4f3d","07/08/2026 23:59:09.412","UNKNOWN","UNKNOWN","aca71c84-38e1-45fa-9666-bc3170ede4ea","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: curve25519-sha256, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeAB_NAS_GLOBEX_20260708085820_377165.zip","UNKNOWN","AB_NAS_GLOBEX","FILE","/","AcmeAB_NAS_GLOBEX_20260708085820_377165.zip","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeAB_NAS_GLOBEX_20260708085820_377165.zip",76108,"pesit","true","BINARY","07/08/2026 23:50:22.808","07/08/2026 23:50:23.688","880 ms","192.0.2.20","17627","UNKNOWN","4168134b-c416-4857-b910-fb9e78987832","744f57662b4a4773702f78665145565936623034424c4967684b5a4e7166676b33366d35363952337435523d","07/08/2026 23:50:21.882","UNKNOWN","UNKNOWN","48ddbc83-6148-4c69-aefd-7e983dd86372","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","AB_NAS_GLOBEX","UNKNOWN","VirtClass","Virtual","FlowManagerApplication","UC3_AB_NAS_GLOBEX_SCP_AB_NAS_GLOBEX_PWD","Inbound","Server","AcmeAB_NAS_GLOBEX_20260708085820_377165.zip","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAB_NAS_GLOBEX_20260708085820_377165.zip","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 213 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/AB_NAS_GLOBEX/AcmeAB_NAS_GLOBEX_20260708085820_377165.zip",76108,"ssh","true","BINARY","07/08/2026 23:50:20.300","07/08/2026 23:50:21.529","1.229 s","sftp.globex.example","22","UNKNOWN","e6df5f51-d57d-408f-b2fc-e788a38029aa","70527977624f492f746147792f4d536e675938646a33747358656d6f6f4c5671794963676d4a6d644362453d","07/08/2026 23:50:18.440","UNKNOWN","UNKNOWN","48ddbc83-6148-4c69-aefd-7e983dd86372","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: curve25519-sha256, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260708_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260708_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260708_233000.txt",16,"pesit","true","BINARY","07/08/2026 23:35:15.583","07/08/2026 23:35:17.320","1.737 s","UNKNOWN","17627","UNKNOWN","3fef8436-270c-495c-a40c-ce2106c05781","71447538424c313772517a6164767742386e42527a5a79686759706e6f4b6943356147574b68756d62565a3d","07/08/2026 23:35:06.152","UNKNOWN","UNKNOWN","e5e415b9-2958-476a-88db-125a0be76c28","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260708_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260708_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260708_233000.txt",16,"ssh","true","BINARY","07/08/2026 23:35:09.753","07/08/2026 23:35:15.753","6.000 s","192.0.2.77","22","UNKNOWN","0e1f1e54-4b8f-4d24-b51f-d4c1fa3741cf","4c4579626968335a7054492b4a6953687577737355616770766866395835496952414e4231686945682b583d","07/08/2026 23:34:54.147","UNKNOWN","UNKNOWN","a094623c-5150-4910-a01f-5498f90b4706","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260708_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","Upload/","monitor_20260708_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260708_233000.txt",16,"ssh","true","BINARY","07/08/2026 23:35:08.872","07/08/2026 23:35:13.237","4.365 s","filetransfer.acme.example","22","UNKNOWN","4f42b797-356d-49c7-a68b-589753bdd580","71447538424c313772517a6164767742386e42527a5a79686759706e6f4b6943356147574b68756d62565a3d","07/08/2026 23:34:58.627","UNKNOWN","UNKNOWN","e5e415b9-2958-476a-88db-125a0be76c28","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260708_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260708_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260708_233000.txt",16,"routing","true","BINARY","07/08/2026 23:31:52.870","07/08/2026 23:31:53.332","462 ms","UNKNOWN","UNKNOWN","UNKNOWN","377d1ea5-0a0b-476d-b019-92ce2eecb4b9","4c4579626968335a7054492b4a6953687577737355616770766866395835496952414e4231686945682b583d","07/08/2026 23:31:43.276","UNKNOWN","UNKNOWN","a094623c-5150-4910-a01f-5498f90b4706","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260708_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260708_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260708_233000.txt",16,"routing","true","BINARY","07/08/2026 23:31:52.122","07/08/2026 23:31:52.274","152 ms","UNKNOWN","UNKNOWN","UNKNOWN","eb0c7988-d7f0-4da6-8ea0-99140887fa95","4c4579626968335a7054492b4a6953687577737355616770766866395835496952414e4231686945682b583d","07/08/2026 23:31:36.475","UNKNOWN","UNKNOWN","a094623c-5150-4910-a01f-5498f90b4706","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC2","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260708_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260708_233000.txt",16,"pesit","true","BINARY","07/08/2026 23:31:48.843","07/08/2026 23:31:51.481","2.638 s","UNKNOWN","17627","UNKNOWN","baa7523a-9bff-4aed-96f7-062720cf2c02","4c4579626968335a7054492b4a6953687577737355616770766866395835496952414e4231686945682b583d","07/08/2026 23:31:39.876","UNKNOWN","UNKNOWN","a094623c-5150-4910-a01f-5498f90b4706","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
