Time, Level, Component, Thread, Message, Filename, Class, Method, Line, Account or Login, Stack Trace, Activity, Transferred File, Client Hostname, Edge Hostname, Server Hostname, Node Name, Session ID, Session Start Time, Transfer ID
"08/06/2026 23:57:51.201","INFO","TM","requestExecutor845270","AR0089: [AIM-LAKE-PIEDPIPER@FE537563] [AIM-LAKE-PIEDPIPER]  Deleting local file: {/data/FlowManager/AIM-LAKE-PIEDPIPER/AcmeAIM_LAKE_PIEDPIPER_20260806086262_895713.xml}.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","569","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","32726d56424e6b4d44767165486c43597231465a654d784a2b316e584a58764e47466c452f67795a766a6d3d","08/06/2026 23:57:45.356","UNKNOWN"
"08/06/2026 23:57:46.643","INFO","PESITD","requestExecutor836094","[Pesit Default] Client logged out (remote address - 192.0.2.20/192.0.2.20, caller id - P00001_CFT01)","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","498","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:57:45.938","INFO","PESITD","requestExecutor810757","transfer completed with diagCode 0(OK)","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","341","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:57:45.057","INFO","PESITD","requestExecutor892834","[Pesit Default] Client logged in (remote address - 192.0.2.20/192.0.2.20, caller id - P00001_CFT01)","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","669","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:57:44.805","INFO","PESITD","requestExecutor868791","Establishing PeSIT SSL connection with host 192.0.2.21, using cipher suite: TLS_AES_256_GCM_SHA384 and TLS/SSL protocol: TLSv1.3.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","687","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:57:44.657","INFO","TM","requestExecutor812135","ARRC0024: [AIM-LAKE-PIEDPIPER@FE537563] [AIM-LAKE-PIEDPIPER]  The file {/data/FlowManager/AIM-LAKE-PIEDPIPER/AcmeAIM_LAKE_PIEDPIPER_20260806086262_895713.xml} will be submitted for processing.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","538","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","32726d56424e6b4d44767165486c43597231465a654d784a2b316e584a58764e47466c452f67795a766a6d3d","08/06/2026 23:57:35.822","UNKNOWN"
"08/06/2026 23:57:41.415","INFO","TM","requestExecutor833083","[Ssh Default] User with login name ""FE537563"", associated with account ""AIM-LAKE-PIEDPIPER@FE537563"", successfully authenticated over SSH by local authentication agent. Remote address: 198.51.100.110. Connection security parameters: cipher suite: aes128-ctr; Key exchange: curve25519-sha256; HMAC: hmac-sha2-256; Public Key: ssh-rsa.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","458","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","32726d56424e6b4d44767165486c43597231465a654d784a2b316e584a58764e47466c452f67795a766a6d3d","08/06/2026 23:56:56.801","UNKNOWN"
"08/06/2026 23:57:40.995","INFO","TM","requestExecutor883684","[Ssh Default] Allowed user 'FE537563' from address '198.51.100.110', corresponding account 'AIM-LAKE-PIEDPIPER@FE537563' , corresponding policy name 'Generic Whitelisting' (2c9581cc9e849e6e019e8d4a77c80014) , obtained on 'account' level.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","302","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","32726d56424e6b4d44767165486c43597231465a654d784a2b316e584a58764e47466c452f67795a766a6d3d","08/06/2026 23:57:30.867","UNKNOWN"
"08/06/2026 23:50:23.060","INFO","PESITD","requestExecutor835610","[Pesit Default] Client logged out (remote address - 192.0.2.20/192.0.2.20, caller id - P00001_CFT01)","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","364","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:50:21.596","INFO","PESITD","requestExecutor807187","[Pesit Default] Client logged in (remote address - 192.0.2.20/192.0.2.20, caller id - P00001_CFT01)","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","310","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:50:21.350","INFO","PESITD","requestExecutor886658","Establishing PeSIT SSL connection with host 192.0.2.21, using cipher suite: TLS_AES_256_GCM_SHA384 and TLS/SSL protocol: TLSv1.3.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","652","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","UNKNOWN","unknown","UNKNOWN"
"08/06/2026 23:50:15.397","INFO","TM","requestExecutor807368","Applying the search pattern '*' for transfer site 'UC3_APS_FMGENLOG_CYBERDYNE_APS_FMGENLOG_CYBERDYNE_SCP_APS_FMGENLOG_CYBERDYNE_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","478","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","4e594b624b475876783456617a7469554b61654c6a527a47787877743871553767776d45567431707079693d","08/06/2026 23:49:42.731","UNKNOWN"
