C	2026-09-13		bin/transfer/reports/entities.sh	site: no intro / note prose on the report pages — it lives on the help pages; the finder shows the DESC
C	2026-09-13	1	bin/transfer/reports/entities.sh	entities: hide an empty Retry / Resubmit or State group in the browser too
C	2026-09-13	2	bin/transfer/reports/entities.sh	entities: the grouped layout IS the Entities layout — entities2 renamed to entities, the classic pages gone
C	2026-09-13	3	bin/transfer/reports/entities2.sh	entities2: the Transfers group after Volume
C	2026-09-13	4	bin/transfer/reports/duration-longest.sh	longest files: delivered (Processed) Files only — no Failed, Expired or Waiting, no All view
C	2026-09-13	5	bin/transfer/reports/entities2.sh	entities2: the Duration cells drill to the 10 newest Files at or above the percentile
C	2026-09-13	6	bin/transfer/reports/entities2.sh	entities2: hide an empty Retry / Resubmit or State group on a view
C	2026-09-13	7	bin/transfer/reports/entities2.sh	entities2: p100 (the longest) as the fourth Duration column
C	2026-09-13	8	bin/transfer/reports/entities2.sh	entities2: the display rules — order, names, whole units, s/m/h/d tinted durations, blanks, total last
C	2026-09-13	9	bin/transfer/reports/entities2.sh	entities2: the Duration percentiles follow the date period selection
C	2026-09-13	10	bin/transfer/reports/entities2.sh	entities2: a Duration group (p90 · p95 · p99) after Volume
C	2026-09-13	11	bin/transfer/reports/protocol.sh	protocol & security: one Transfers column (the OK legs) instead of the Ok / Error pair
C	2026-09-13	11	bin/transfer/reports/security-params.sh	protocol & security: one Transfers column (the OK legs) instead of the Ok / Error pair
C	2026-09-13	12	bin/transfer/reports/arrived-left.sh	patterns: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	12	bin/transfer/reports/legs-count.sh	patterns: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	12	bin/transfer/reports/protocol-journey.sh	patterns: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	13	bin/transfer/reports/day.sh	activity: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	13	bin/transfer/reports/hourly.sh	activity: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	13	bin/transfer/reports/weekday.sh	activity: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	13	bin/transfer/reports/weekly.sh	activity: one Files column (the delivered count) instead of the Ok / Error pair
C	2026-09-13	14	bin/transfer/reports/duration.sh	duration: the percentiles and min/avg/max per-day tables side by side on one page
C	2026-09-13	15	bin/transfer/reports/account.sh	entities: Retry and Resubmit cells drill to their 10 most recent Files, like OK and Error
C	2026-09-13	15	bin/transfer/reports/login.sh	entities: Retry and Resubmit cells drill to their 10 most recent Files, like OK and Error
C	2026-09-13	15	bin/transfer/reports/pda-entities.sh	entities: Retry and Resubmit cells drill to their 10 most recent Files, like OK and Error
C	2026-09-13	15	bin/transfer/reports/remote-host.sh	entities: Retry and Resubmit cells drill to their 10 most recent Files, like OK and Error
C	2026-09-13	15	bin/transfer/reports/subscription.sh	entities: Retry and Resubmit cells drill to their 10 most recent Files, like OK and Error
C	2026-09-12	16	bin/analyses/reports/file-search.sh	docs: the search pages move to docs/search/ (search.html + the six file-search pages)
C	2026-09-12	17	bin/transfer/reports/recovered-files.sh	recovered files: Retry / Resubmit split in every table and two STAT boxes
C	2026-09-12	18	bin/server/reports/went-kaput.sh	server error after last transfer: compare against the transfer's END, not its start
C	2026-09-12	18	bin/transfer/reports/details.sh	server error after last transfer: compare against the transfer's END, not its start
C	2026-09-12	19	bin/server/reports/could-not-send.sh	Server reports "Publish to account failed" and "Post client action error" — the AR-line lists share one body
C	2026-09-12	20	bin/transfer/reports/failed.sh	Failure reason "Connection dropped mid-transfer" reads "Unknown error"
C	2026-09-12	21	bin/server/reports/went-kaput.sh	Server errors on a shared host: the line's session names the subscription — never the siblings
C	2026-09-12	22	bin/server/reports/could-not-send.sh	Failure reasons: "Could not send to CFT" and "Publish to account failed" both read "Duplicate file"
C	2026-09-12	23	bin/transfer/reports/details.sh	Subscription detail pages: the after-last-transfer banner shows its server log line and drops the verdict prose above it
C	2026-09-12	24	bin/transfer/reports/account.sh	Entities: Cured becomes Retry · Resubmit — the Top view's Automatic / Manual split per entity
C	2026-09-12	24	bin/transfer/reports/login.sh	Entities: Cured becomes Retry · Resubmit — the Top view's Automatic / Manual split per entity
C	2026-09-12	24	bin/transfer/reports/pda-entities.sh	Entities: Cured becomes Retry · Resubmit — the Top view's Automatic / Manual split per entity
C	2026-09-12	24	bin/transfer/reports/remote-host.sh	Entities: Cured becomes Retry · Resubmit — the Top view's Automatic / Manual split per entity
C	2026-09-12	24	bin/transfer/reports/subscription.sh	Entities: Cured becomes Retry · Resubmit — the Top view's Automatic / Manual split per entity
C	2026-09-12	25	bin/transfer/reports/recovered-files.sh	Top view: Recovered (Automatic · Manual) and Resubmit (Ok · Failed) are column groups of the per-day table, beside Files, Transfers and State
C	2026-09-12	25	bin/transfer/reports/topview.sh	Top view: Recovered (Automatic · Manual) and Resubmit (Ok · Failed) are column groups of the per-day table, beside Files, Transfers and State
C	2026-09-12	26	bin/transfer/reports/recovered-files.sh	Top view: Recovered leaves the Files band; per-day Recovered (Automatic · Manual) and Resubmit (Ok · Failed) tables beside each other
C	2026-09-12	26	bin/transfer/reports/resubmissions.sh	Top view: Recovered leaves the Files band; per-day Recovered (Automatic · Manual) and Resubmit (Ok · Failed) tables beside each other
C	2026-09-12	26	bin/transfer/reports/topview.sh	Top view: Recovered leaves the Files band; per-day Recovered (Automatic · Manual) and Resubmit (Ok · Failed) tables beside each other
C	2026-09-11	27	bin/analyses/reports/cleanup-backlog.sh	One repo = one environment (2/n): flatten the pipeline — input/, data/, docs/ without the environment level
C	2026-09-11	27	bin/analyses/reports/fe-overview.sh	One repo = one environment (2/n): flatten the pipeline — input/, data/, docs/ without the environment level
C	2026-09-11	27	bin/analyses/reports/skipped.sh	One repo = one environment (2/n): flatten the pipeline — input/, data/, docs/ without the environment level
C	2026-09-11	27	bin/server/reports/pickups.sh	One repo = one environment (2/n): flatten the pipeline — input/, data/, docs/ without the environment level
C	2026-09-11	27	bin/server/reports/went-kaput.sh	One repo = one environment (2/n): flatten the pipeline — input/, data/, docs/ without the environment level
C	2026-09-10	28	bin/transfer/reports/account.sh	Entities pages: Cured column between OK and Error
C	2026-09-10	28	bin/transfer/reports/login.sh	Entities pages: Cured column between OK and Error
C	2026-09-10	28	bin/transfer/reports/pda-entities.sh	Entities pages: Cured column between OK and Error
C	2026-09-10	28	bin/transfer/reports/remote-host.sh	Entities pages: Cured column between OK and Error
C	2026-09-10	28	bin/transfer/reports/subscription.sh	Entities pages: Cured column between OK and Error
C	2026-09-10	29	bin/transfer/reports/failed.sh	Error reason "Connection dropped mid-transfer" from the error bookend
C	2026-09-09	30	bin/transfer/reports/failed.sh	Settled by bookend: a Failed File the server log ends OK reads Processed; the JSON bookends stay in the cache
C	2026-09-09	31	bin/transfer/reports/failed.sh	Drill pages: the legs table in chronological order
C	2026-09-08	32	bin/analyses/reports/skipped.sh	Parse: drop the empty outbound ssh probes (one Outbound ssh 0-byte record, Application none)
C	2026-09-08	33	bin/server/reports/logon.sh	Logon funnel: Re-screens moved to the last column of Incoming
C	2026-09-06	34	bin/transfer/reports/duration.sh	Duration: a p100 column on the Percentage view
C	2026-09-06	35	bin/transfer/reports/duration-longest.sh	Longest Files: every listed File gets a File page — the one-hour threshold dropped
C	2026-09-06	35	bin/transfer/reports/failed.sh	Longest Files: every listed File gets a File page — the one-hour threshold dropped
C	2026-09-06	36	bin/server/reports/error-reasons.sh	IO errors: a server report for "IO Error reading file /data/FlowManager/<account>@<login>/<file>"
C	2026-09-06	36	bin/server/reports/failure-flows.sh	IO errors: a server report for "IO Error reading file /data/FlowManager/<account>@<login>/<file>"
C	2026-09-06	37	bin/analyses/reports/fe-overview.sh	Logon funnel: session-aware Re-screens and Session errors columns
C	2026-09-06	37	bin/server/reports/logon.sh	Logon funnel: session-aware Re-screens and Session errors columns
C	2026-09-06	38	bin/transfer/reports/failed.sh	failed.sh: the evidence sidecar's previous-line tracker sits right after the E/W rule
C	2026-09-06	39	bin/server/reports/error-reasons.sh	Error reason: a bare "Permission denied" after "Deleting remote file" is "Delete remote file failed"
C	2026-09-06	39	bin/transfer/reports/failed.sh	Error reason: a bare "Permission denied" after "Deleting remote file" is "Delete remote file failed"
C	2026-09-05	40	bin/analyses/reports/triage.sh	Triage: Volume in window and At expiry risk are two columns (audit F09)
C	2026-09-05	41	bin/analyses/reports/cleanup-backlog.sh	Cleanup backlog reads the SKIP-filtered export like every other report (audit F06)
C	2026-09-05	42	bin/transfer/reports/anomalies.sh	Anomalies: Typical shows the comparison baseline; an episode reports one hour (audit F07)
C	2026-09-05	43	bin/analyses/reports/uc-status.sh	UC status: the merged introduction had UC1 and UC4 reversed (audit F04)
C	2026-09-05	44	bin/analyses/reports/polling.sh	Observed slot: the first and the last active day left out; the ↺ hotspot kept out of the CSV header
C	2026-09-05	44	bin/analyses/reports/uc3-polling.sh	Observed slot: the first and the last active day left out; the ↺ hotspot kept out of the CSV header
C	2026-09-05	44	bin/server/reports/remote-poll.sh	Observed slot: the first and the last active day left out; the ↺ hotspot kept out of the CSV header
C	2026-09-05	45	bin/analyses/reports/polling.sh	Polling: Schedule column moved behind Failure lines
C	2026-09-05	46	bin/analyses/reports/polling.sh	Polling: bare table — intro, boxes and the Status / Files / Last file / Last log / Active days / First / Last columns removed
C	2026-09-05	47	bin/analyses/reports/polling.sh	Polling: the UC3 status columns join the flat table
C	2026-09-05	48	bin/analyses/reports/uc3-polling.sh	Polling: the flat one-table page replacing Remote polls + Cronjobs, at the old Cronjobs slot
C	2026-09-05	49	bin/server/reports/deploy-errors.sh	deploy-errors: the row is the subscription the ARSP0001 line names, not its account
C	2026-09-05	50	bin/server/reports/no-remote-dir.sh	no-remote-dir: show why a row is still open — the error time and both recovery stamps
C	2026-09-05	51	bin/transfer/reports/anomalies.sh	anomalies: the Files and Error columns leave both tables
