Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"pesit","true","BINARY","08/02/2026 23:35:17.412","08/02/2026 23:35:18.761","1.349 s","UNKNOWN","17627","UNKNOWN","42aebd14-8a5e-4306-b0ca-12bd6b6c96df","56533631674a5777613730546935515a586c36397649706d5349334d5a4a4f524b64544861474349686e2f3d","08/02/2026 23:34:50.085","UNKNOWN","UNKNOWN","38f4220c-5d3e-49ea-beb4-cae2dd9319dd","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"ssh","true","BINARY","08/02/2026 23:35:06.129","08/02/2026 23:35:15.420","9.291 s","192.0.2.77","22","UNKNOWN","21dcfdf5-f2e9-4e02-929f-4d1f47336a58","5149774b7977322b67654f6e68377755527538344f4b7a4278533837796f64492f6a6f3252353177352f443d","08/02/2026 23:34:57.205","UNKNOWN","UNKNOWN","e01af2b5-4a9e-408b-a5b8-e7afc5d67f9d","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","Upload/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"ssh","true","BINARY","08/02/2026 23:35:05.767","08/02/2026 23:35:13.958","8.191 s","filetransfer.acme.example","22","UNKNOWN","b776e238-e491-4f83-9d81-27fec522461d","56533631674a5777613730546935515a586c36397649706d5349334d5a4a4f524b64544861474349686e2f3d","08/02/2026 23:34:54.710","UNKNOWN","UNKNOWN","38f4220c-5d3e-49ea-beb4-cae2dd9319dd","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"routing","true","BINARY","08/02/2026 23:32:01.426","08/02/2026 23:32:02.000","574 ms","UNKNOWN","UNKNOWN","UNKNOWN","fe647b8e-c9f5-42ff-9337-689cfb7e0d91","5149774b7977322b67654f6e68377755527538344f4b7a4278533837796f64492f6a6f3252353177352f443d","08/02/2026 23:31:47.189","UNKNOWN","UNKNOWN","e01af2b5-4a9e-408b-a5b8-e7afc5d67f9d","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"routing","true","BINARY","08/02/2026 23:32:00.322","08/02/2026 23:32:00.443","121 ms","UNKNOWN","UNKNOWN","UNKNOWN","961013c4-d409-4cb7-ad5a-dabe278b4216","5149774b7977322b67654f6e68377755527538344f4b7a4278533837796f64492f6a6f3252353177352f443d","08/02/2026 23:31:43.278","UNKNOWN","UNKNOWN","e01af2b5-4a9e-408b-a5b8-e7afc5d67f9d","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC2","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"pesit","true","BINARY","08/02/2026 23:31:58.389","08/02/2026 23:31:59.763","1.374 s","UNKNOWN","17627","UNKNOWN","7eab42f3-913b-4d4c-9858-dd5d1b3a8f8f","5149774b7977322b67654f6e68377755527538344f4b7a4278533837796f64492f6a6f3252353177352f443d","08/02/2026 23:31:48.642","UNKNOWN","UNKNOWN","e01af2b5-4a9e-408b-a5b8-e7afc5d67f9d","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"pesit","true","BINARY","08/02/2026 23:31:15.112","08/02/2026 23:31:15.572","460 ms","UNKNOWN","17627","UNKNOWN","f8013f4d-0386-4783-9142-e3099137b83f","72523145416879776c35676352796b724e495a49394a52714d453070312b726e30464b52543668744965383d","08/02/2026 23:31:05.971","UNKNOWN","UNKNOWN","32ef0453-f492-4d9a-9ac2-609e4431faa0","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","Upload/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"ssh","true","BINARY","08/02/2026 23:31:07.947","08/02/2026 23:31:14.340","6.393 s","192.0.2.77","22","UNKNOWN","a4d3481b-0df9-4803-8991-838594670492","72523145416879776c35676352796b724e495a49394a52714d453070312b726e30464b52543668744965383d","08/02/2026 23:30:46.396","UNKNOWN","UNKNOWN","32ef0453-f492-4d9a-9ac2-609e4431faa0","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260802_233000.txt","UNKNOWN","INFRA-MONITOR-UC1","FILE","/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"ssh","true","BINARY","08/02/2026 23:31:07.614","08/02/2026 23:31:14.309","6.695 s","filetransfer.acme.example","22","UNKNOWN","10a37bcd-d11c-4af6-a26f-beac42299ab5","4b70724e37654464515a706531784548644347325766355a6850705a30744e6874646f787679514a4f65383d","08/02/2026 23:30:58.544","UNKNOWN","UNKNOWN","10279810-7915-48c8-8a70-3318aa6b58fb","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC1","UNKNOWN","INFRA-MONITOR-UC1","FILE","Upload/","monitor_20260802_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260802_233000.txt",16,"pesit","true","BINARY","08/02/2026 23:30:56.806","08/02/2026 23:30:59.187","2.381 s","UNKNOWN","17627","UNKNOWN","1b9901c0-ff06-404f-9b0c-0b2e0a0cae5e","4b70724e37654464515a706531784548644347325766355a6850705a30744e6874646f787679514a4f65383d","08/02/2026 23:30:48.643","UNKNOWN","UNKNOWN","10279810-7915-48c8-8a70-3318aa6b58fb","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
