Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Failed","APS_FMGENLOG_CYBERDYNE","UNKNOWN","VirtClass","Virtual","FlowManagerApplication","UC3_APS_FMGENLOG_CYBERDYNE_SCP_APS_FMGENLOG_CYBERDYNE_PWD","Inbound","Server","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","/","Scanning was not performed","/data/FlowManager/APS_FMGENLOG_CYBERDYNE/AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp",0,"ssh","true","BINARY","08/04/2026 23:56:44.063","08/04/2026 23:56:59.686","15.623 s","sftp.cyberdyne.example","22","UNKNOWN","8e382cab-911c-4ebc-a943-e40661d0abe0","3734675170792f6851626e4b336834354d64714e64777839492b326b4e6965704d4a574a7143713139516f3d","08/04/2026 23:56:42.834","UNKNOWN","UNKNOWN","ba8f3fa3-1266-4e99-9bef-a66d5d17d18b","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Failed","APS_FMGENLOG_CYBERDYNE","UNKNOWN","VirtClass","Virtual","FlowManagerApplication","UC3_APS_FMGENLOG_CYBERDYNE_SCP_APS_FMGENLOG_CYBERDYNE_PWD","Inbound","Server","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","/","Scanning was not performed","/data/FlowManager/APS_FMGENLOG_CYBERDYNE/AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp",0,"ssh","true","BINARY","08/04/2026 23:47:19.033","08/04/2026 23:47:28.475","9.442 s","sftp.cyberdyne.example","22","UNKNOWN","6d4a1b3a-8186-4959-879c-04d80c953bd3","3734675170792f6851626e4b336834354d64714e64777839492b326b4e6965704d4a574a7143713139516f3d","08/04/2026 23:47:17.907","UNKNOWN","UNKNOWN","ba8f3fa3-1266-4e99-9bef-a66d5d17d18b","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: curve25519-sha256, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeAPS_COSMOS_GLOBEX_20260804085329_559359.dat","UNKNOWN","APS-COSMOS-GLOBEX","FILE","/","AcmeAPS_COSMOS_GLOBEX_20260804085329_559359.dat","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeAPS_COSMOS_GLOBEX_20260804085329_559359.dat",14296,"pesit","true","BINARY","08/04/2026 23:42:20.013","08/04/2026 23:42:20.495","482 ms","192.0.2.20","17627","UNKNOWN","473ba904-864a-48a3-ad25-5d3440f1991c","397931704669534e52652f4133446e7562474b41706342694b67614b695645686e497a792f636b473271383d","08/04/2026 23:42:19.310","UNKNOWN","UNKNOWN","0f39a06c-4985-4e3b-bab0-1bd6875e501e","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","APS-COSMOS-GLOBEX@FE796481","FE796481","VirtClass","Virtual","FlowManagerApplication","UC4_APS_COSMOS_GLOBEX_SCP_APS_COSMOS_GLOBEX_P","Inbound","User","AcmeAPS_COSMOS_GLOBEX_20260804085329_559359.dat","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_COSMOS_GLOBEX_20260804085329_559359.dat","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 45 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/APS-COSMOS-GLOBEX@FE796481/AcmeAPS_COSMOS_GLOBEX_20260804085329_559359.dat",14296,"ssh","true","BINARY","08/04/2026 23:42:09.193","08/04/2026 23:42:17.800","8.607 s","198.51.100.11","22","UNKNOWN","e414eaa8-e618-444f-9ae2-cd57269121d9","316171376f754c335a71684c7462537a36497566357a3539794c63466b5274526c4a7354575335776467653d","08/04/2026 23:42:08.087","UNKNOWN","UNKNOWN","0f39a06c-4985-4e3b-bab0-1bd6875e501e","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: curve25519-sha256, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Failed","APS_FMGENLOG_CYBERDYNE","UNKNOWN","VirtClass","Virtual","FlowManagerApplication","UC3_APS_FMGENLOG_CYBERDYNE_SCP_APS_FMGENLOG_CYBERDYNE_PWD","Inbound","Server","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","/","Scanning was not performed","/data/FlowManager/APS_FMGENLOG_CYBERDYNE/AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp",0,"ssh","true","BINARY","08/04/2026 23:40:30.790","08/04/2026 23:40:47.330","16.540 s","sftp.cyberdyne.example","22","UNKNOWN","36c0a2c3-f078-4901-a569-e51377a77af0","3734675170792f6851626e4b336834354d64714e64777839492b326b4e6965704d4a574a7143713139516f3d","08/04/2026 23:40:28.875","UNKNOWN","UNKNOWN","ba8f3fa3-1266-4e99-9bef-a66d5d17d18b","false","UNKNOWN","UNKNOWN","Cipher: aes128-gcm@openssh.com, MAC: <implicit>, Key Exchange: diffie-hellman-group16-sha512, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeIT_RECON_HOOLI_20260804085212_794603.xml","UNKNOWN","IT_RECON_HOOLI","FILE","/","AcmeIT_RECON_HOOLI_20260804085212_794603.xml","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeIT_RECON_HOOLI_20260804085212_794603.xml",138038,"pesit","true","BINARY","08/04/2026 23:40:15.360","08/04/2026 23:40:16.820","1.460 s","192.0.2.20","17627","UNKNOWN","80eab2b5-a3a8-4943-b7e5-43950d0f673e","374e78537157432f663545506133342b695969614c473344654c477746564a5a654d4c7745384c413257313d","08/04/2026 23:40:14.590","UNKNOWN","UNKNOWN","76df47a8-784d-4168-b4f3-3a47443a70e1","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","IT_RECON_HOOLI","UNKNOWN","VirtClass","Virtual","FlowManagerApplication","UC3_IT_RECON_HOOLI_SCP_IT_RECON_HOOLI_PWD","Inbound","Server","AcmeIT_RECON_HOOLI_20260804085212_794603.xml","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeIT_RECON_HOOLI_20260804085212_794603.xml","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 33 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/IT_RECON_HOOLI/AcmeIT_RECON_HOOLI_20260804085212_794603.xml",138038,"ssh","true","BINARY","08/04/2026 23:40:12.279","08/04/2026 23:40:13.222","943 ms","transfer.hooli.example","22","UNKNOWN","bce17529-04c2-48a9-9b65-9486298d0b54","7064504d4d336b4547716163345448676f3755575632586f7652347962324c457746633746664b7348444e3d","08/04/2026 23:40:11.331","UNKNOWN","UNKNOWN","76df47a8-784d-4168-b4f3-3a47443a70e1","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260804_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260804_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260804_233000.txt",16,"pesit","true","BINARY","08/04/2026 23:35:12.136","08/04/2026 23:35:13.695","1.559 s","UNKNOWN","17627","UNKNOWN","1d5df6d6-90e0-492e-97a1-1e12692ceec2","63565a4a7a32724449635938432b6d4c2f48644a544d5239526843735a4e334b6e306b54437a6d4876792b3d","08/04/2026 23:35:03.229","UNKNOWN","UNKNOWN","ff7c625e-1382-4d20-8f4e-7938634960bd","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260804_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260804_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260804_233000.txt",16,"ssh","true","BINARY","08/04/2026 23:35:06.627","08/04/2026 23:35:11.631","5.004 s","192.0.2.77","22","UNKNOWN","0865462a-74e2-4e2f-ad93-0c925eda5dab","4c7a5a6c72796734686f5a47766a7765587579586c784d2f75784636676f644f6461516e594534797a68413d","08/04/2026 23:34:49.136","UNKNOWN","UNKNOWN","81d372c0-ac75-43b5-aeb4-2a52ab075c4d","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Failed","APS_FMGENLOG_CYBERDYNE","UNKNOWN","VirtClass","Virtual","FlowManagerApplication","UC3_APS_FMGENLOG_CYBERDYNE_SCP_APS_FMGENLO","Inbound","Server","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp","/","Scanning was not performed","/data/FlowManager/APS_FMGENLOG_CYBERDYNE/AcmeAPS_FMGENLOG_CYBERDYNE_20260804084905_405574.pdf.pgp",0,"ssh","true","BINARY","08/04/2026 23:35:05.841","08/04/2026 23:35:23.436","17.595 s","sftp.cyberdyne.example","22","UNKNOWN","c6d2130e-1d5d-4ce3-8fcd-33797b5120e6","3734675170792f6851626e4b336834354d64714e64777839492b326b4e6965704d4a574a7143713139516f3d","08/04/2026 23:35:03.837","UNKNOWN","UNKNOWN","ba8f3fa3-1266-4e99-9bef-a66d5d17d18b","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: curve25519-sha256, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
