Time, Level, Component, Thread, Message, Filename, Class, Method, Line, Account or Login, Stack Trace, Activity, Transferred File, Client Hostname, Edge Hostname, Server Hostname, Node Name, Session ID, Session Start Time, Transfer ID
"07/26/2026 23:52:02.408","INFO","TM","requestExecutor868563","Applying the search pattern '*' for transfer site 'UC3_ODV_MERLIJN_SABRE_I_ODV_MERLIJN_SABRE_I_SCP_ODV_MERLIJN_SABRE_I_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","526","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","38774749786146704c2b68785966486d564741564f783363307a32526148513771516755616c726b366e473d","07/26/2026 23:51:56.150","UNKNOWN"
"07/26/2026 23:52:01.968","INFO","TM","requestExecutor853914","Remote files pattern of transfer site: 'UC3_ODV_MERLIJN_SABRE_I_ODV_MERLIJN_SABRE_I_SCP_ODV_MERLIJN_SABRE_I_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","526","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","38774749786146704c2b68785966486d564741564f783363307a32526148513771516755616c726b366e473d","07/26/2026 23:51:29.645","UNKNOWN"
"07/26/2026 23:50:19.600","INFO","TM","requestExecutor891690","Applying the search pattern '*' for transfer site 'UC3_CDV_STREAM_DUFF_I_CDV_STREAM_DUFF_I_SCP_CDV_STREAM_DUFF_I_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","497","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","45767a63546e6731344c2f5347684b4162586d30317870655176437763534e482b712f51456a62366579443d","07/26/2026 23:50:10.297","UNKNOWN"
"07/26/2026 23:50:19.174","INFO","TM","requestExecutor897881","Remote files pattern of transfer site: 'UC3_CDV_STREAM_DUFF_I_CDV_STREAM_DUFF_I_SCP_CDV_STREAM_DUFF_I_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","311","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","45767a63546e6731344c2f5347684b4162586d30317870655176437763534e482b712f51456a62366579443d","07/26/2026 23:49:58.945","UNKNOWN"
"07/26/2026 23:50:15.067","INFO","TM","requestExecutor866344","Applying the search pattern '*' for transfer site 'UC3_AB_NAS_GLOBEX_AB_NAS_GLOBEX_SCP_AB_NAS_GLOBEX_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","572","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","374b493970586c34366a7258506e7239637878564e6c6d315639426937363248487578625747436e3566453d","07/26/2026 23:49:58.154","UNKNOWN"
"07/26/2026 23:50:14.503","INFO","TM","requestExecutor885473","Remote files pattern of transfer site: 'UC3_AB_NAS_GLOBEX_AB_NAS_GLOBEX_SCP_AB_NAS_GLOBEX_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","537","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","374b493970586c34366a7258506e7239637878564e6c6d315639426937363248487578625747436e3566453d","07/26/2026 23:49:57.127","UNKNOWN"
"07/26/2026 23:50:09.286","INFO","TM","requestExecutor888323","Applying the search pattern '*' for transfer site 'UC3_ODV_MERLIJN_SABRE_D_ODV_MERLIJN_SABRE_D_SCP_ODV_MERLIJN_SABRE_D_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","595","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","50736b4633786f3069556b6b5a495a6344704977327367755a726675656b72566f4d4667325751683068383d","07/26/2026 23:49:06.943","UNKNOWN"
"07/26/2026 23:50:08.985","INFO","TM","requestExecutor834313","Remote files pattern of transfer site: 'UC3_ODV_MERLIJN_SABRE_D_ODV_MERLIJN_SABRE_D_SCP_ODV_MERLIJN_SABRE_D_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","362","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","50736b4633786f3069556b6b5a495a6344704977327367755a726675656b72566f4d4667325751683068383d","07/26/2026 23:49:41.265","UNKNOWN"
"07/26/2026 23:50:08.724","INFO","TM","requestExecutor823039","Applying the search pattern '*' for transfer site 'UC3_FIN_FACTS_MASSIVE_FIN_FACTS_MASSIVE_SCP_FIN_FACTS_MASSIVE_PWD': 0 file(s) were found of which 0 matched the pattern.","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","404","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","54646f6666693076704a6c796d2b7056685135614f68724e4e4b41326c6136446c4a344f37736a495437783d","07/26/2026 23:49:12.974","UNKNOWN"
"07/26/2026 23:50:08.142","INFO","TM","requestExecutor800628","Remote files pattern of transfer site: 'UC3_FIN_FACTS_MASSIVE_FIN_FACTS_MASSIVE_SCP_FIN_FACTS_MASSIVE_PWD' evaluated to: '*'","BaseConfigAgent.java","com.tumbleweed.st.server.tm.agents.BaseConfigAgent","logAuthResultMessage","547","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","192.0.2.76","54646f6666693076704a6c796d2b7056685135614f68724e4e4b41326c6136446c4a344f37736a495437783d","07/26/2026 23:49:43.110","UNKNOWN"
