Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeAPS_COSMOS_GLOBEX_20260811084928_425625.dat","UNKNOWN","APS_COSMOS_GLOBEX","FILE","/","AcmeAPS_COSMOS_GLOBEX_20260811084928_425625.dat","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeAPS_COSMOS_GLOBEX_20260811084928_425625.dat",3169,"pesit","true","BINARY","08/11/2026 23:39:42.171","08/11/2026 23:39:42.403","232 ms","192.0.2.20","17627","UNKNOWN","6c311f23-498f-46c3-abb5-9b8407a65d92","304c4947625a67316a515442625730672f31394337625a5662477654376e7642522b584258684e4f796a383d","08/11/2026 23:39:41.308","UNKNOWN","UNKNOWN","9286dbdf-132e-43e7-b27b-d79474e03c2a","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Failed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeFIN_FACTS_MASSIVE_20260811079500_060522.csv","UNKNOWN","FIN_FACTS_MASSIVE","FILE","/","AcmeFIN_FACTS_MASSIVE_20260811079500_060522.csv","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeFIN_FACTS_MASSIVE_20260811079500_060522.csv",0,"pesit","true","BINARY","08/11/2026 23:38:46.906","08/11/2026 23:39:57.440","1 min 10.534 s","192.0.2.20","17627","UNKNOWN","fd93f077-4bf0-4b11-af4a-4010fdf8a86b","754e4c5070497369422f6e3661762f6f7063757137464c49615039436a526c795379784d7478356c477a4e3d","08/11/2026 23:38:44.865","UNKNOWN","UNKNOWN","eb1f5e89-861f-4607-9484-ebe25c258ab6","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","APS-COSMOS-GLOBEX@FE847938","FE847938","VirtClass","Virtual","FlowManagerApplication","UC4_APS_COSMOS_GLOBEX_SCP_APS_COSMOS_GLOBEX_K","Inbound","User","AcmeAPS_COSMOS_GLOBEX_20260811084928_425625.dat","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_COSMOS_GLOBEX_20260811084928_425625.dat","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 138 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/APS-COSMOS-GLOBEX@FE847938/AcmeAPS_COSMOS_GLOBEX_20260811084928_425625.dat",3169,"ssh","true","BINARY","08/11/2026 23:35:28.240","08/11/2026 23:35:31.044","2.804 s","198.51.100.11","22","UNKNOWN","dfbcd86c-a75e-436a-96a6-c5daa4f4cd33","37614a744b796b4f44766151656c58356c6d6c65314e4945305a693452442f5648573946653362704162763d","08/11/2026 23:35:27.485","UNKNOWN","UNKNOWN","9286dbdf-132e-43e7-b27b-d79474e03c2a","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260811_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260811_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260811_233000.txt",16,"pesit","true","BINARY","08/11/2026 23:35:20.077","08/11/2026 23:35:21.271","1.194 s","UNKNOWN","17627","UNKNOWN","0361fb05-116d-4239-854f-ff53e1fb39a4","3950436b467150397951463769666266794138333072334c6136712f4f2b335165616f6169314361796e7a3d","08/11/2026 23:35:08.198","UNKNOWN","UNKNOWN","83d8e3a8-2fc8-40c3-b13f-8233ffbe1ce1","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260811_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260811_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260811_233000.txt",16,"ssh","true","BINARY","08/11/2026 23:35:12.300","08/11/2026 23:35:18.513","6.213 s","192.0.2.77","22","UNKNOWN","f3849f37-d47d-46a8-86a0-75d4ec1c2d18","514c6132475a6934305644747341367061523953734a545553316978587956485252787745614d3337664e3d","08/11/2026 23:34:58.205","UNKNOWN","UNKNOWN","b870f5b5-6326-46b5-9191-ff02ec2045c1","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260811_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","Upload/","monitor_20260811_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260811_233000.txt",16,"ssh","true","BINARY","08/11/2026 23:35:11.545","08/11/2026 23:35:17.126","5.581 s","filetransfer.acme.example","22","UNKNOWN","84d89804-38f8-4465-8146-4f808953c70f","3950436b467150397951463769666266794138333072334c6136712f4f2b335165616f6169314361796e7a3d","08/11/2026 23:35:00.122","UNKNOWN","UNKNOWN","83d8e3a8-2fc8-40c3-b13f-8233ffbe1ce1","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeAPS_COSMOS_GLOBEX_20260811084859_319041.csv","UNKNOWN","APS_COSMOS_GLOBEX","FILE","/","AcmeAPS_COSMOS_GLOBEX_20260811084859_319041.csv","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeAPS_COSMOS_GLOBEX_20260811084859_319041.csv",78784,"pesit","true","BINARY","08/11/2026 23:34:23.181","08/11/2026 23:34:23.752","571 ms","192.0.2.20","17627","UNKNOWN","9d67040c-dee0-46eb-9b6f-9d5833d0d1fd","773541467a70614b50444959674f46495352345847497a73762f696d42713669517562444f694779644d303d","08/11/2026 23:34:21.513","UNKNOWN","UNKNOWN","b56fb522-d31b-4ade-80e2-4a54d212d4fc","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","APS-COSMOS-GLOBEX@FE847938","FE847938","VirtClass","Virtual","FlowManagerApplication","UC4_APS_COSMOS_GLOBEX_SCP_APS_COSMOS_GLOBEX_KEY","Inbound","User","AcmeAPS_COSMOS_GLOBEX_20260811084859_319041.csv","UNKNOWN","UNKNOWN","FILE","Upload/","AcmeAPS_COSMOS_GLOBEX_20260811084859_319041.csv","/","ALLOWED;ICAP server Name: acme-av;ICAP server URL: icap://av.mft.acme.example:1344/AVSCAN;Duration of Scanning: 56 ms;ICAP Status: 204 No Modifications Needed;Result of Scanning: ALLOW;ResultMessage: Transfer ALLOWED. ICAP status: 204 No Modifications Needed;Custom Headers: None#","/data/FlowManager/APS-COSMOS-GLOBEX@FE847938/AcmeAPS_COSMOS_GLOBEX_20260811084859_319041.csv",78784,"ssh","true","BINARY","08/11/2026 23:34:19.971","08/11/2026 23:34:21.071","1.100 s","198.51.100.12","22","UNKNOWN","0d9dcf3f-4f73-4260-96aa-9978bfda86b3","615948676d4f474b64387a756f424e6141597061584d466f706e71762f475a66593561494a653145424b713d","08/11/2026 23:34:17.805","UNKNOWN","UNKNOWN","b56fb522-d31b-4ade-80e2-4a54d212d4fc","false","UNKNOWN","UNKNOWN","Cipher: aes128-gcm@openssh.com, MAC: <implicit>, Key Exchange: diffie-hellman-group16-sha512, Public Key: rsa-sha2-256.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260811_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260811_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260811_233000.txt",16,"routing","true","BINARY","08/11/2026 23:32:31.519","08/11/2026 23:32:31.770","251 ms","UNKNOWN","UNKNOWN","UNKNOWN","fd9c4887-bb8f-4bae-b35e-4ebecebdf633","514c6132475a6934305644747341367061523953734a545553316978587956485252787745614d3337664e3d","08/11/2026 23:32:15.878","UNKNOWN","UNKNOWN","b870f5b5-6326-46b5-9191-ff02ec2045c1","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260811_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260811_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260811_233000.txt",16,"routing","true","BINARY","08/11/2026 23:32:29.817","08/11/2026 23:32:29.975","158 ms","UNKNOWN","UNKNOWN","UNKNOWN","333905a6-019b-48ba-90f1-5aff277c78d1","514c6132475a6934305644747341367061523953734a545553316978587956485252787745614d3337664e3d","08/11/2026 23:32:17.675","UNKNOWN","UNKNOWN","b870f5b5-6326-46b5-9191-ff02ec2045c1","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
