Status, Account, Login, UserClass, UserType, Application, Transfer Site, Direction, Action By, File, Remote Partner, Transfer Profile, Transfer Content Type, Remote Folder, Local Filename, Local Folder, ICAP Details, Local File, Size, Protocol, Secure, Mode, Start Time, End Time, Duration, Remote Host, Remote Port, Proxy Host, Transfer ID, Session ID, Session Start Time, Operation Index, Pesit Message, CoreId, Resubmitted, Additional info, X-Forwarded-For, SecurityParameters, Server Name, Alternated Addresses, Server Address
"Failed","SECURETRANSPORT","P00001_CFT01","VirtClass","Virtual","FlowManagerApplication","P00001_CFT01","Outbound","Server","AcmeSI_ROS_SABRE_20260714080031_482130.xml","UNKNOWN","SI_ROS_SABRE","FILE","/","AcmeSI_ROS_SABRE_20260714080031_482130.xml","/","Scanning was not performed","/data/FlowManager/SECURETRANSPORT/AcmeSI_ROS_SABRE_20260714080031_482130.xml",0,"pesit","true","BINARY","07/14/2026 23:50:08.402","07/14/2026 23:51:06.680","58.278 s","192.0.2.20","17627","UNKNOWN","2485a394-7903-4bd2-b7d3-75cd1c14a13b","7369325a51784938505466696d41782f494c5a4e5367714a522b6a47704c5842352f733435344b6c5834533d","07/14/2026 23:50:07.423","UNKNOWN","UNKNOWN","ecf5091f-e1ad-44c1-9fe3-93d19550cb8a","false","UNKNOWN","UNKNOWN","Protocol: TLSv1.3 Cipher suite: TLS_AES_128_GCM_SHA256.",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"pesit","true","BINARY","07/14/2026 23:35:11.392","07/14/2026 23:35:12.712","1.320 s","UNKNOWN","17627","UNKNOWN","3b3e7747-1287-48a7-9ec5-d39220f9e078","674e304d5472374437683874782b616b4969596975647063332f6f7436396e666163354a424d613764636c3d","07/14/2026 23:34:50.686","UNKNOWN","UNKNOWN","365bab4c-1403-4fa6-bc19-78e4c50e40a8","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"ssh","true","BINARY","07/14/2026 23:35:05.984","07/14/2026 23:35:13.118","7.134 s","192.0.2.77","22","UNKNOWN","4be2f2ee-061d-48e4-a1e2-263adbe190fa","677976674456794d4c567352644a373975445a78675a4164715443536b307265416174723769736858392b3d","07/14/2026 23:34:45.233","UNKNOWN","UNKNOWN","00bf2c9b-a750-4948-a77b-695d615fd885","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC3-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC3","FILE","Upload/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"ssh","true","BINARY","07/14/2026 23:35:05.019","07/14/2026 23:35:09.565","4.546 s","filetransfer.acme.example","22","UNKNOWN","d80e87c9-a885-4e34-ba96-5d7b3d78c50d","674e304d5472374437683874782b616b4969596975647063332f6f7436396e666163354a424d613764636c3d","07/14/2026 23:34:56.990","UNKNOWN","UNKNOWN","365bab4c-1403-4fa6-bc19-78e4c50e40a8","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","Server","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"routing","true","BINARY","07/14/2026 23:31:55.288","07/14/2026 23:31:55.889","601 ms","UNKNOWN","UNKNOWN","UNKNOWN","9b3485b3-be09-47cd-a674-c07eba208ce8","677976674456794d4c567352644a373975445a78675a4164715443536b307265416174723769736858392b3d","07/14/2026 23:31:42.404","UNKNOWN","UNKNOWN","00bf2c9b-a750-4948-a77b-695d615fd885","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC2","FILE","/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"routing","true","BINARY","07/14/2026 23:31:54.660","07/14/2026 23:31:54.880","220 ms","UNKNOWN","UNKNOWN","UNKNOWN","5e51504b-a970-4184-94f1-92e92651ba31","677976674456794d4c567352644a373975445a78675a4164715443536b307265416174723769736858392b3d","07/14/2026 23:31:42.046","UNKNOWN","UNKNOWN","00bf2c9b-a750-4948-a77b-695d615fd885","false","UNKNOWN","UNKNOWN","null",UNKNOWN,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC2-INFRA_ST-MONITOR_INFRA","Inbound","User","INFRA-MONITOR-UC2","UNKNOWN","INFRA-MONITOR-UC2","FILE","Upload/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"pesit","true","BINARY","07/14/2026 23:31:51.351","07/14/2026 23:31:54.080","2.729 s","UNKNOWN","17627","UNKNOWN","ccbdbdbd-e373-4b85-ba9b-c416a2b40750","677976674456794d4c567352644a373975445a78675a4164715443536b307265416174723769736858392b3d","07/14/2026 23:31:40.557","UNKNOWN","UNKNOWN","00bf2c9b-a750-4948-a77b-695d615fd885","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Outbound","Server","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"pesit","true","BINARY","07/14/2026 23:30:54.971","07/14/2026 23:30:56.646","1.675 s","UNKNOWN","17627","UNKNOWN","17ea1bca-9234-49ab-a4ff-6d58ddcb5648","67673831473865555668324f636a574f6b76314336586231396f7a4c41363479696f653571366253695a4b3d","07/14/2026 23:30:38.063","UNKNOWN","UNKNOWN","dbd30bc9-cdfe-4001-b97f-0fd57f838c84","false","UNKNOWN","UNKNOWN","null",Pesit Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC4-INFRA_ST-MONITOR_INFRA","Inbound","User","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC4","FILE","Upload/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"ssh","true","BINARY","07/14/2026 23:30:46.716","07/14/2026 23:30:53.999","7.283 s","192.0.2.77","22","UNKNOWN","362cb7f7-ed2a-468b-9b12-dde8ce0a0ec4","67673831473865555668324f636a574f6b76314336586231396f7a4c41363479696f653571366253695a4b3d","07/14/2026 23:30:35.086","UNKNOWN","UNKNOWN","dbd30bc9-cdfe-4001-b97f-0fd57f838c84","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
"Processed","INFRA_ST-MONITOR_INFRA@FE000000","FE000000","VirtClass","Virtual","FlowManagerApplication","UC1-INFRA_ST-MONITOR_INFRA","Outbound","User","monitor_20260714_233000.txt","UNKNOWN","INFRA-MONITOR-UC1","FILE","/","monitor_20260714_233000.txt","/","Scanning was not performed","/data/FlowManager/INFRA_ST-MONITOR_INFRA@FE000000/monitor_20260714_233000.txt",16,"ssh","true","BINARY","07/14/2026 23:30:46.335","07/14/2026 23:30:54.246","7.911 s","filetransfer.acme.example","22","UNKNOWN","2348745f-22ba-4ec2-93e1-6fe66a0d9dc6","4e375772556e6871353442696a71583173743754726d6f557156623677747347347745423230596d3359383d","07/14/2026 23:30:24.369","UNKNOWN","UNKNOWN","bb636ecc-533c-4af0-9d54-9860e2771fc9","false","UNKNOWN","UNKNOWN","Cipher: aes128-ctr, MAC: hmac-sha2-256, Key Exchange: diffie-hellman-group-exchange-sha256, Public Key: ssh-rsa.",Ssh Default,"UNKNOWN","192.0.2.76"
